id;image;barcode;name;description;stock;is_stock;inventary_min;price_in;price_out;unit
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  FUCSIA T/XXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  FUCSIA T/XXXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  GRIS T/L;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  GRIS T/M;;10;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  GRIS T/S;;2;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  GRIS T/XL;;2;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  GRIS T/XXL;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  GRIS T/XXXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NARANJA T/L;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NARANJA T/M;;2;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NARANJA T/S;;7;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NARANJA T/XL;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NARANJA T/XXL;;2;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NARANJA T/XXXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NEGRO T/M;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NEGRO T/S;;3;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NEGRO T/XL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NEGRO T/XXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  NEGRO T/XXXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE FOSFORECENTE T/L;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE FOSFORECENTE T/M;;9;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE FOSFORECENTE T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE FOSFORECENTE T/XL;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE FOSFORECENTE T/XXL;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE FOSFORECENTE T/XXXL;;4;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PERICO T/L;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PERICO T/M;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PERICO T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PERICO T/XL;;3;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PERICO T/XXL;;3;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PERICO T/XXXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PETROLEO  T/L;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PETROLEO  T/M;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PETROLEO  T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PETROLEO  T/XL;;4;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PETROLEO  T/XXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H  VERDE PETROLEO  T/XXXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AMARILLO T/L;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AMARILLO T/M;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AMARILLO T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AMARILLO T/XL;;9;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AMARILLO T/XXL;;3;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AMARILLO T/XXXL;;2;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZUL MARINO T/L;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZUL MARINO T/M;;2;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZUL MARINO T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZUL MARINO T/XL;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZUL MARINO T/XXL;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZUL MARINO T/XXXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZULINO T/L;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZULINO T/M;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZULINO T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZULINO T/XL;;2;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZULINO T/XXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H AZULINO TXXXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H CELESTE T/L;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H CELESTE T/M;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H CELESTE T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H CELESTE T/XL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H CELESTE T/XXL;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H CELESTE T/XXXL;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H ROJO T/L;;3;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H ROJO T/M;;2;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H ROJO T/S;;0;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H ROJO T/XL;;3;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H ROJO T/XXL;;1;;1;;;2
;;;CHALECO DRILL C/ CINTA REFLECTIVA EN H ROJO T/XXXL;;0;;1;;;2
;;;CHALECO DRILL MULTIBOLSILLO NACIONAL GRISS ;;0;;1;;;2
;;;CHALECO DRILL VERDE PETROLEO TELA MOJADA  MULTIBOLSILLO  TALLA L;;1;;1;;;2
;;;CHALECO MALLA CON CINTA REFLECTIVA LIGERO  NARANAJA ;;24;;1;;;2
;;;CHALECO MALLA CON CINTA REFLECTIVA LIGERO VERDE ;;58;;1;;;2
;;;CHALECO MALLA CON CINTA REFLECTIVA PESADO NARANJA;;0;;1;;;2
;;;CHALECO MALLA CON CINTA REFLECTIVA PESADO VERDE ;;0;;1;;;2
;;;CHALECO SALVAVIDA 3 CUERPOS IMPORTADO WORK VEST ESTANDAR ;;1;;1;;;2
;;;CHALECO SALVAVIDA AMARILLO  TALLA ESTÁNDAR ;;0;;1;;;2
;;;CHALECO SALVAVIDA NARANJA TALLA ESTANDAR ;;0;;1;;;2
;;;CHALECO SALVAVIDA VERDE TALLA ESTANDAR ;;0;;1;;;2
;;;CHAQUETA CELESTE DE ENFERMERA TALLA M;;0;;1;;;2
;;;CHAQUETA DE CHEF NEGRO TALLA L;;0;;1;;;2
;;;CHAQUETA DE COCINERO BLANCO  TALLA L;;0;;1;;;2
;;;CHAQUETA DE EMFERMERA BLANCO T/L;;4;;1;;;2
;;;CHAQUETA DE EMFERMERA BLANCO T/M;;6;;1;;;2
;;;CHAQUETA DE EMFERMERA BLANCO T/S;;0;;1;;;2
;;;CHAQUETA DE EMFERMERA BLANCO T/XL;;2;;1;;;2
;;;CHAQUETA DE EMFERMERA BLANCO T/XXL;;0;;1;;;2
;;;CHAQUETA DE EMFERMERA BLANCO T/XXXL;;2;;1;;;2
;;;CHAQUETA DE EMFERMERA CELESTE T/L;;2;;1;;;2
;;;CHAQUETA DE EMFERMERA CELESTE T/M;;3;;1;;;2
;;;CHAQUETA DE EMFERMERA CELESTE T/S;;1;;1;;;2
;;;CHAQUETA DE ENFEREMERA EMBARAZADA BLANCO TALLA L;;1;;1;;;2
;;;CHAQUETA DE ENFEREMERA EMBARAZADA BLANCO TALLA M;;2;;1;;;2
;;;CHAQUETA DE ENFEREMERA EMBARAZADA BLANCO TALLA S;;1;;1;;;2
;;;CHAQUETA DE ENFERMERA DE TELA COLOR TURQUEZA T/S ;;1;;1;;;2
;;;CHAQUETA DE ENFERMERA DE TELA COLOR VINO T/S ;;1;;1;;;2
;;;CHAQUETA DESCARTABLE CELESTE T/L;;3;;1;;;2
;;;CHAQUETA DESCARTABLE CELESTE T/M;;0;;1;;;2
;;;CHAQUETA DESCARTABLE CELESTE T/S;;0;;1;;;2
;;;CHAQUETA DESCARTABLE CELESTE T/XL;;0;;1;;;2
;;;CHAQUETA DESCARTABLE CELESTE T/XXL;;0;;1;;;2
;;;CHAQUETA DESCARTABLE CELESTE T/XXXL;;0;;1;;;2
;;;CINTA AISLANTE  DE VINYL SCOTH 23 NEGRO -3M;;0;;1;;;2
;;;CINTA AISLANTE DE VINYL SCOTH 33 NEGRO -3M CHINA;;1;;1;;;2
;;;CINTA AISLANTE SCOTCH 2228;;0;;1;;;2
;;;CINTA DE EMBALAJE ;;35;;1;;;2
;;;CINTA DE SEÑALIZACION  ROJO VEHICULAR 3M ;;0;;1;;;2
;;;CINTA DE SEÑALIZACION  ROJO Y  BLANCO  VEHICULAR 3M ;;0;;1;;;2
;;;CINTA DE SEÑALIZACION BLANCO  VEHICULAR 3M ;;0;;1;;;2
;;;CINTA DE SEÑALIZACION DE PELIGRO AMARILLO  X 320 MTS;;0;;1;;;2
;;;CINTA DE SEÑALIZACION DE PELIGRO AMARILLO X 200 MTS;;1;;1;;;2
;;;CINTA DE SEÑALIZACION DE PELIGRO ROJO X 200 MTS;;0;;1;;;2
;;;CINTA DE SEÑALIZACION DE PELIGRO ROJOX 320MTS;;0;;1;;;2
;;;CINTA DE SEÑALIZACION PARA PISO ANTIDELIZANTE AMARILLO Y NEGRO IMPORTADO  ;;32;;1;;;2
;;;CINTA DE SEÑALIZACION PARA PISO/ ESCALERA  AMARILLO Y NEGRO  X 15 MTS IMPORTADO ;;0;;1;;;2
;;;CINTA DE SEÑALIZACION PARA PISO/ ESCALERA  ANTIDELIZANTE FOTOLUMINICENTE IMPORTADO ;;0;;1;;;2
;;;CINTA DE SEÑALIZACION ROJO Y  BLANCO  VEHICULAR - IMPORTADO;;3;;1;;;2
;;;CINTA DE SEÑALIZACION VEHICULAR AMARILLO - IMPORTADO ;;1;;1;;;2
;;;CINTA DE SEÑALIZACION VEHICULAR BLANCO - IMPORTADO XMETROS ;;0;;1;;;2
;;;CINTA DE SEÑALIZACION VEHICULAR ROJO -  IMPORTADO ;;4;;1;;;2
;;;CINTA DE SEÑALIZACION VEHICULAR VERDE FOSOFRECENTE - IMPOTADO ;;0;;1;;;2
;;;CINTA DE TELA REFLECTIVA PARA ROPA VERDE FOSFORECENTE Y GRIS IMPORTADO  X METROS ;;30;;1;;;2
;;;CINTA DE TELA REFLECTIVA PARA ROPA VERDE FOSFORECENTE Y GRIS X 100 MTS ;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE  1700 TEMFLEX  NEGRO - 3M ;;7;;1;;;2
;;;CINTA ELECTRICA AISLANTE  1700 TEMFLEX  ROJO - 3M ;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE  1700 TEMFLEX AMARILLO -3M ;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE  1700 TEMFLEX AZUL - 3M ;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE  1700 TEMFLEX BLANCO -3M ;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE  1700 TEMFLEX NARANJA -3M ;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE  1700 TEMFLEX VERDE -3M ;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE  SCOTH 2228  -3M;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE NEGRO - WURTH;;25;;1;;;2
;;;CINTA ELECTRICA AISLANTE SCOTH  SUPER 35 AMARILLO - 3M ;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE SCOTH  SUPER 35 AZUL -3M ;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE SCOTH  SUPER 35 BLANCO - 3M;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE SCOTH  SUPER 35 NARANJA - 3M;;23;;1;;;2
;;;CINTA ELECTRICA AISLANTE SCOTH  SUPER 35 ROJO - 3M;;0;;1;;;2
;;;CINTA ELECTRICA AISLANTE VULCANIZANTE SCOTCH SUPER 23 -3M;;10;;1;;;2
;;;"CINTA REFLECTIVA GRIS PARA ROPA DE 2"" - 3M ";;0;;1;;;2
;;;"CINTA REFLECTIVA GRIS PARA ROPA DE 2"" CHINA";;11;;1;;;2
;;;"CINTA REFLECTIVA GRIS PARA ROPA DE 2"" COREANA";;0;;1;;;2
;;;"CINTA REFLECTIVA GRIS PARA ROPA DE 2"" IMPORTADO";;0;;1;;;2
;;;"CINTA REFLECTIVA GRIS PARA ROPA DE 4"" - 3M ";;0;;1;;;2
;;;"CINTA REFLECTIVA GRIS PARA ROPA DE 4"" IMPORTADO";;0;;1;;;2
;;;CINTA REFLECTIVA PARA CONO GRANDE ;;62;;1;;;2
;;;CINTA REFLECTIVA PARA CONO PEQUEÑO ;;15;;1;;;2
;;;"CINTA VERDE REFLECTIVA PARA ROPA  DE 2""";;0;;1;;;2
;;;CINTURON LINIERO C/ESTROBO PORTA HERRAMIENTA - MAICOL;;2;;1;;;2
;;;CLIP ADOSABLE AL CASCO ;;49;;1;;;2
;;;CLIP CELESTE PARA FACIAL  ECONOMICO ;;0;;1;;;2
;;;CLIP PARA FACIAL ECONOMICO CELESTE ;;0;;1;;;2
;;;COLLARIN ;;0;;1;;;2
;;;CONECTOR ESLINGA HAUK ;;1;;1;;;2
;;;CONJUNTO BUZOS  CELESTE  CON RAYAS BLANCAS L;;0;;1;;;2
;;;CONJUNTO BUZOS  CELESTE  CON RAYAS BLANCAS M;;0;;1;;;2
;;;CONJUNTO CHAQUETA Y PANTALON CAMUFLADO IMPERMEABLE ;;0;;1;;;2
;;;CONJUNTO DE OBSTETRA CONCHA DE VINO  TALLA M;;0;;1;;;2
;;;CONJUNTO DE OBSTRETA GUINDA (BLUSA PANTALON);;0;;1;;;2
;;;CONJUNTO DEPORTIVO (PANTALON + POLO) CELESTE T/M;;2;;1;;;2
;;;CONJUNTO DEPORTIVO CELESTE/NEGRO CONSORCIO BELLAVISTA;;1;;1;;;2
;;;CONJUNTO DEPORTIVO NIÑO COLOR ROJO ;;0;;1;;;2
;;;CONJUNTO DEPORTIVO NIÑOAZULINO /AMARILLO ;;0;;1;;;2
;;;CONJUNTO DESCARTABLE  CELESTE  T= L ;;96;;1;;;2
;;;"CONO DE SEGURIDAD DE 12""(30CM)";;0;;1;;;2
;;;"CONO DE SEGURIDAD DE 18""(45CM)";;7;;1;;;2
;;;"CONO DE SEGURIDAD DE 28""(70CM)";;0;;1;;;2
;;;"CONO DE SEGURIDAD DE 36""(90CM)";;0;;1;;;2
;;;CORREA PARA CAMILLA ;;0;;1;;;2
;;;CORTAVIENTO AZUL MARINO ANTIFLAMA;;1;;1;;;2
;;;CORTAVIENTO O CUBRE NUCA AZUL ;;3;;1;;;2
;;;CORTAVIENTO O CUBRE NUCA NARANJA;;21;;1;;;2
;;;CORTAVIENTO O CUBRE NUCA NARANJA CON CINTA REFLECTIVA VERDE;;111;;1;;;2
;;;CUBREZAPATOS  CELESTE ;;330;;1;;;2
;;;DESARMADOR DOBLE PUNTA;;3;;1;;;2
;;;DESARMADORES PERILLEROS KIT X 6 UND;;9;;1;;;2
;;;DESINCRUSTANTE ;;1;;1;;;2
;;;DETECTOR DE HUMO SHUMBER ;;1;;1;;;2
;;;"DISCO DE CORTE  9""X 5/64"" X 7/8"" - WURTH";;5;;1;;;2
;;;"DISCO DE CORTE 4.5""X 3/64""X7/8"" - WURTH";;133;;1;;;2
;;;"DISCO DE CORTE 7"" X 1/16"" X 7/8"" PARA ACERO Y AVERP INOXIDABLE -WURTH";;58;;1;;;2
;;;"DISCO DE CORTE D´WALL DE 7""";;2;;1;;;2
;;;"DISCO DE CORTE DE 7"" 3M ";;1;;1;;;2
;;;"DISCO DE DESBASTE  7"" X 1/4 X 7/8"" - WURTH ";;5;;1;;;2
;;;"DISCO DE DESBASTE 41/1"" X 1/4"",7/8"" - WURTH";;32;;1;;;2
;;;DISPENSADORE PARA  LIMPIANAMOS WURTH;;1;;1;;;2
;;;DRIZA  DE NYLON GRUESA METROS ;;0;;1;;;2
;;;ESCARPIN DE CUERO  RES  IMPORTADO;;1;;1;;;2
;;;ESCARPIN DE CUERO CROMO IMPORTADO ;;14;;1;;;2
;;;ESLINGA DE 2TN X 2 MT.;;0;;1;;;2
;;;ESLINGA DE 2TN X 6 MT.;;0;;1;;;2
;;;ESLINGAS / CONECTORES DE ANCLAJE - HAUK ;;0;;1;;;2
;;;ESTABILIZADOR DE CABEZA ;;0;;1;;;2
;;;ESTROBO PARA POSTE ;;2;;1;;;2
;;;FACIAL ACRILICO NEGRO ;;15;;1;;;2
;;;FAJA  SEGPRO TALLA M ;;2;;1;;;2
;;;FAJA LUMBAR L;;1;;1;;;2
;;;FAJA LUMBAR M ;;5;;1;;;2
;;;FAJA LUMBAR S;;1;;1;;;2
;;;FAJA LUMBAR XL ;;1;;1;;;2
;;;FAJA LUMBAR XXL ;;0;;1;;;2
;;;FAJA LUMBAR XXXL;;0;;1;;;2
;;;FALDA DE NIÑAS NEGRO CON RAYAS BLANCAS ;;1;;1;;;2
;;;FALDA DEPORTIVA PARA NIÑAS;;0;;1;;;2
;;;FILTRO 2091- 3M;;0;;1;;;2
;;;FILTRO 2091- CHINO;;0;;1;;;2
;;;FILTRO 2097- 3M;;5;;1;;;2
;;;FILTRO DE REPUESTO DE RESPIRADOR DOBLE VIA SIMPLE - SAFETY ;;8;;1;;;2
;;;FILTRO P100- LIBUS ;;10;;1;;;2
;;;FILTRO PARA PARTICULAS GA - 7093  3m;;4;;1;;;2
;;;FILTRO PARA POLVO 7580P100- NORTH;;0;;1;;;2
;;;FILTRO PARA POLVO 75FF P100- HONEYWELL;;3;;1;;;2
;;;FILTRO PARA POLVO P100-MSA;;1;;1;;;2
;;;GORRA CUBRE NUCA AZUL MARINO ;;1;;1;;;2
;;;GORRA CUBRE NUCA AZULINO ;;1;;1;;;2
;;;GORRA CUBRE NUCA BEIGE ;;6;;1;;;2
;;;GORRA CUBRE NUCA NARANJA ;;0;;1;;;2
;;;GORRA CUBRE NUCA ROJO;;0;;1;;;2
;;;GORRA DE LONA CAMUFLADO ;;3;;1;;;2
;;;GORRA DE MALLA ;;1;;1;;;2
;;;GORRA DE MALLA BLANCO CON MORADO;;1;;1;;;2
;;;GORRA DE MALLA BLANCO CON ROSADO;;1;;1;;;2
;;;GORRA DE MALLA ROSADO;;1;;1;;;2
;;;GORRA DE MALLA ROSADO, BLANCO Y GRIS;;1;;1;;;2
;;;GORRA DE MALLA VERDE FOSFORESCENTE CON NEGRO ;;1;;1;;;2
;;;GORRA DISEÑO GALLO ;;2;;1;;;2
;;;GORRA GRUESA ROJO;;5;;1;;;2
;;;GORRA LONA  GRUESA AZULINO ;;10;;1;;;2
;;;GORRA LONA  GRUESA NEGRO ;;0;;1;;;2
;;;GORRA LONA GRUESA AZUL ;;5;;1;;;2
;;;GORRA NAVIDEÑA ;;2;;1;;;2
;;;GORRA PUBLICITARIA AZUL MARINO ;;2;;1;;;2
;;;GORRA PUBLICITARIA NEGRO ;;0;;1;;;2
;;;GORRA PUBLICITARIA ROJO;;0;;1;;;2
;;;GRASA DIELECTRICA X 85G - WURTH ;;3;;1;;;2
;;;GUANTES  ANTICORTE DELTA PLUS T/S,M,L;;6;;1;;;2
;;;GUANTES  ANTICORTE GRADO 5 PORTWEST  T/S,M,L;;19;;1;;;2
;;;GUANTES  ANTICORTE GRADO 5 SEGPRO T/S,M,L;;0;;1;;;2
;;;GUANTES  ANTICORTE HYFLEX COD. 11-840 ANSELL T/S,M,L;;2;;1;;;2
;;;GUANTES  ANTICORTE HYFLEX COD. 727 ANSELL T/S,M,L;;3;;1;;;2
;;;GUANTES  ANTICORTE WURTH T/S,M,L;;0;;1;;;2
;;;"GUANTES ALUMINIZADO DE 18"" PARA ALTA TEMPERATURA  - SEGUSA ";;0;;1;;;2
;;;GUANTES AZUL MULTIUSO  KLEENGUARD ;;21;;1;;;2
;;;GUANTES CON PALMA DE NITRILO GRIS WURTH;;0;;1;;;2
;;;GUANTES CON PUÑO DE NITRILO VERDE ;;0;;1;;;2
;;;"GUANTES DE BADANA 14"" AMARILLO ";;4;;1;;;2
;;;"GUANTES DE BADANA 9""  NACIONAL ";;3;;1;;;2
;;;"GUANTES DE BADANA 9"" AMARILLO BLANCO  SPRO / SEGPRO ";;57;;1;;;2
;;;GUANTES DE BADANA PARA SOLDAR ;;0;;1;;;2
;;;GUANTES DE CARNASA AMARILLO SPRO;;18;;1;;;2
;;;"GUANTES DE CARNAZA 14""CON PALMA AMARILLA ";;4;;1;;;2
;;;"GUANTES DE CARNAZA 9""CON PALMA AMARILLA ";;3;;1;;;2
;;;GUANTES DE HILO CON PUNTO AMBOS  LADO DE PVC;;7;;1;;;2
;;;GUANTES DE HILO CON PUNTO UN LADO DE PVC;;471;;1;;;2
;;;GUANTES DE HILO ROJO ;;7;;1;;;2
;;;GUANTES DE JEBE AMARILLO CAÑA CORTA;;32;;1;;;2
;;;GUANTES DE JEBE NEGRO CAÑA CORTA ASTARA, PROTEC,ASTARA ;;18;;1;;;2
;;;"GUANTES DE JEBE NEGRO CAÑA LARGA  18""ASTARA, PROTEC, ASTARA ";;26;;1;;;2
;;;GUANTES DE LATEX DESCARTABLE X50 PARES T/S, M,L ;;0;;1;;;2
;;;GUANTES DE LATEX PARA LAVANDERIA DOMESTICO MORADO /ROSADO ;;123;;1;;;2
;;;GUANTES DE LATEX PARA LAVANDERIA DOMESTICO ROSADO ;;0;;1;;;2
;;;GUANTES DE MULTIFLEX ROJO,AMARILLO SEGPRO/ASTARA/SPRO ;;0;;1;;;2
;;;"GUANTES DE NEOPRENE 14"" SPRO ";;0;;1;;;2
;;;"GUANTES DE NEOPRENE 18"" SPRO ";;3;;1;;;2
;;;"GUANTES DE NEOPRENE 9"" SPRO ";;41;;1;;;2
;;;GUANTES DE NITRILO AZUL DESCARTABLE X50 PARES T/S,M, L;;1;;1;;;2
;;;GUANTES DE NITRILO NEGRO PARES ;;0;;1;;;2
;;;"GUANTES DE NITRILO VERDE 14""SPRO/SEGPRO";;48;;1;;;2
;;;"GUANTES DE NITRILO VERDE 18"" SPRO/SEGPRO, SPRO ";;3;;1;;;2
;;;"GUANTES DE PV AZUL  14""  SEGPRO  TALLA M";;4;;1;;;2
;;;"GUANTES DE PV AZUL  14""  SEGPRO TALLA L";;0;;1;;;2
;;;GUANTES DE PVC FLYFLEX NARANJA ;;0;;1;;;2
;;;GUANTES DE SEGURIDAD ANTIGOLPE ;;1;;1;;;2
;;;"GUANTES DE SOLDADOR DE CARNAZA 18"" CON PALMA AMARILLA ";;20;;1;;;2
;;;"GUANTES DE SOLDAR  14"" MIG MAG BASIC GRIS W - 100 WURTH ";;7;;1;;;2
;;;"GUANTES DE SOLDAR  14"" MIG MAG GRIS  W - 110 WURTH ";;18;;1;;;2
;;;"GUANTES DE SOLDAR  ROJO 14""  SPRO/SEGPRO/GABY/TARWEX";;27;;1;;;2
;;;"GUANTES DE SOLDAR  ROJO 18""  SPRO/SEGPRO/GABY/TARWEX";;5;;1;;;2
;;;GUANTES DE TRABAJO RED KING ;;149;;1;;;2
;;;GUANTES DE VINILO DESCARTABLE X50 PARES  T/,L;;12;;1;;;2
;;;GUANTES DIELECTRICO CLASE 0 (1000V);;0;;1;;;2
;;;GUANTES DIELECTRICO CLASE 00 (500 V);;0;;1;;;2
;;;GUANTES DIELECTRICO CLASE 1 (7,500V);;0;;1;;;2
;;;GUANTES DIELECTRICO CLASE 2 (17000V);;0;;1;;;2
;;;GUANTES MULTIFLEX CON PALMA DE JEBE NARANJA - KARMA ;;100;;1;;;2
;;;GUANTES MULTIFLEX CON PALMA DE JEBE VERDE -  KARMA ;;0;;1;;;2
;;;GUANTES POLIURETANO GRIS/NEGRO SEGPRO, SPRO;;0;;1;;;2
;;;GUANTES SHOWA AZUL ANSELL ;;0;;1;;;2
;;;GUANTES TIGER PLUS WURTH ;;12;;1;;;2
;;;HOMBRERA CUERO DE RES AMARILLO ;;0;;1;;;2
;;;HOMBRERA DE CUERO CROMO ;;4;;1;;;2
;;;HOMBRERA DE CUERO DE RES ;;0;;1;;;2
;;;INHIBIDOR DE CORROSION 805 X16 OZ. SQP;;0;;1;;;2
;;;INHIBIDOR DE CORROSION X 6.5OZ- WD40;;0;;1;;;2
;;;JUEGO DE DESTORNILLADORES PERILLEROS ;;0;;1;;;2
;;;KALOR KUT PASTA PARA PASE DE AGUA 85G.;;0;;1;;;2
;;;KIT CINTA REFLECTIVA PARA CONO ;;0;;1;;;2
;;;KIT DE CLIP ADOSABLE AL CASCO CON MICA ;;0;;1;;;2
;;;KIT PARA MOTOSIERRISTA ;;0;;1;;;2
;;;LACA PROTECTORA WURTH;;1;;1;;;2
;;;LAVAOJOS PORTATIL ;;0;;1;;;2
;;;LENTES  CON INSERTO CLARO MATRIX ;;0;;1;;;2
;;;LENTES  CON INSERTO OSCURO MATRIX ;;0;;1;;;2
;;;LENTES  CUADRADO DE SOLDAR ;;4;;1;;;2
;;;LENTES  OXICORTE ;;10;;1;;;2
;;;LENTES ALPHINIST CLARO SPRO, STEELPRO  ;;8;;1;;;2
;;;LENTES ALPHINIST OSCURO SPRO, STEELPRO;;8;;1;;;2
;;;LENTES ANTIFOG GOGLE PROTEKTOR ;;0;;1;;;2
;;;LENTES AZUL REVO SPRO;;1;;1;;;2
;;;LENTES CLARO REVO SPRO;;5;;1;;;2
;;;LENTES DE SEGURIDAD  SPIDER CLARO SEGPRO, SPRO ;;96;;1;;;2
;;;LENTES DE SEGURIDAD CLARO  VIRTUA CCS - 3M ;;0;;1;;;2
;;;LENTES DE SEGURIDAD CLARO GEMINIS ;;0;;1;;;2
;;;LENTES DE SEGURIDAD CLARO TIPO GOOGLE 3M;;0;;1;;;2
;;;LENTES DE SEGURIDAD OSCURO GEMINIS ;;0;;1;;;2
;;;LENTES DE SEGURIDAD OSCURO VIRTUA CCS - 3M ;;0;;1;;;2
;;;LENTES DE SEGURIDAD R8  OSCURO CLUTE  ;;0;;1;;;2
;;;LENTES DE SEGURIDAD R8 CLARO CLUTE  ;;0;;1;;;2
